,AirTempC,RainfallMm,WindSpeedMs,WindDirection,HumidityPercent,PressureHpa,SunshineHours,SolarRadiationMJm2,GroundTempC,HorizontalSurfaceTemp,OutdoorTemp,InclinedSurfaceTemp,ModuleTemp,SoccerField,StudentCenter,CentralWarehouse,AcademicBuilding,DasanBuilding,FacilitiesManagement,CollegeC,AnimalLab,MainLibrary,LGLibrary,RenewableEnergy,SamsungEnvBuilding,CentralResearchEquip,IndustryCollab,DormB
11,30.1,0.0,1.5,180,70,1007.0,0.9,2.62,35.1,997.0,45.8,928.0,56.0,107.6,32.9,21.3,13.5,24.1,85.6,10.6,24.7,22.9,32.2,20.5,45.7,18.7,18.5,18.3
12,30.6,0.0,3.6,230,68,1007.0,0.6,2.08,36.1,1037.0,46.4,1014.0,56.4,123.4,34.6,21.6,21.2,26.6,91.6,10.8,31.5,24.4,34.4,54.7,49.1,92.3,92.7,38.3
13,31.0,0.0,3.1,230,64,1006.9,0.7,2.73,36.3,1106.0,52.2,1122.0,63.3,35.6,31.8,21.6,21.3,8.8,97.3,4.6,9.3,26.2,20.9,17.5,13.5,32.0,26.1,40.5
14,31.2,0.0,3.0,200,64,1006.6,0.7,2.57,36.1,919.0,47.8,939.0,58.5,108.1,31.2,18.7,19.1,25.7,86.5,10.2,29.3,23.0,32.0,50.4,45.4,85.7,85.3,35.5
15,32.5,0.0,2.6,200,63,1006.2,0.9,2.76,38.9,803.0,45.2,840.0,52.1,89.5,28.9,16.2,16.9,24.2,81.3,9.6,27.0,21.2,29.5,46.1,41.8,78.2,79.1,33.2
16,32.4,0.0,2.6,180,58,1005.7,0.9,2.43,37.9,618.0,39.9,645.0,43.1,58.9,23.7,12.1,13.5,20.7,67.3,8.2,22.2,17.3,23.6,38.1,35.0,64.9,59.3,28.1
17,32.3,0.0,3.3,200,57,1005.5,0.9,1.98,35.0,431.0,44.2,445.0,48.8,47.1,15.8,6.4,9.0,13.8,42.6,6.0,16.0,12.6,14.6,27.1,24.6,46.1,46.2,19.7
18,31.7,0.0,3.0,200,54,1005.5,1.0,1.44,31.6,33.0,36.1,32.0,36.8,19.9,7.0,1.4,4.5,6.4,22.7,3.2,8.7,6.8,7.4,14.2,12.1,24.2,24.9,10.6
19,30.3,0.0,2.8,200,61,1005.3,0.6,0.73,29.0,55.0,33.2,34.0,31.3,0.3,0.8,0.0,0.8,1.0,3.1,0.7,1.9,1.4,1.5,3.4,2.2,2.2,5.4,2.3
20,28.9,0.0,3.1,180,62,1005.6,0.4,0.15,26.8,0.0,30.1,0.0,28.5,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,27.4,0.0,1.4,230,67,1005.9,0.0,0.0,25.7,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,27.1,0.0,1.5,200,73,1006.3,0.0,0.0,25.0,0.0,25.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,26.8,0.0,0.5,200,76,1006.6,0.0,0.0,24.5,0.0,23.9,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25.9,0.0,0.1,0,79,1006.7,0.0,0.0,24.0,0.0,23.2,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25.2,0.0,0.7,180,85,1006.7,0.0,0.0,23.7,0.0,23.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,24.6,0.0,0.4,0,87,1006.6,0.0,0.0,23.3,0.0,22.5,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,23.8,0.0,0.4,0,94,1006.3,0.0,0.0,23.0,0.0,22.2,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,23.2,0.0,1.0,110,97,1006.5,0.0,0.0,22.9,0.0,22.2,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,23.2,0.0,0.9,90,97,1006.4,0.0,0.0,22.7,0.0,21.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,23.4,0.0,0.7,70,97,1006.2,0.1,0.11,22.8,65.0,24.6,26.0,20.1,1.0,1.2,0.8,0.7,0.4,1.8,0.6,1.1,0.7,0.9,1.3,0.0,0.9,3.0,1.2
31,23.8,0.0,0.1,0,97,1006.3,1.0,0.66,23.8,226.0,30.1,92.0,24.6,7.1,6.3,5.2,3.6,1.4,5.3,0.9,2.5,1.9,2.2,6.3,3.6,6.4,7.2,3.1
32,26.3,0.0,0.4,0,85,1006.2,1.0,1.24,26.8,403.0,32.1,263.0,31.1,31.8,14.0,10.8,7.5,5.2,22.7,2.9,8.4,6.7,6.5,16.8,13.1,23.9,24.9,10.8
33,28.3,0.0,0.4,0,74,1005.9,1.0,2.01,31.5,588.0,34.2,464.0,38.9,59.4,21.0,15.1,11.6,11.7,45.3,5.4,15.6,12.5,15.3,28.9,24.3,45.2,44.8,19.4
34,30.6,0.0,0.4,0,67,1005.8,1.0,2.69,37.1,795.0,36.9,714.0,44.9,92.0,28.8,19.1,6.9,18.7,68.8,6.6,21.0,20.3,24.4,42.4,38.9,72.1,70.7,31.5
35,31.9,0.0,0.9,200,58,1005.7,1.0,3.14,39.4,832.0,47.2,786.0,54.6,80.2,25.3,20.4,9.2,15.8,72.0,6.5,15.9,18.0,22.1,37.5,28.6,60.6,46.0,20.9
36,32.0,0.0,0.7,250,57,1005.3,1.0,3.23,42.7,640.0,45.0,626.0,51.4,76.2,18.7,13.1,7.9,16.0,58.5,6.7,29.2,12.1,18.2,37.6,35.8,70.4,56.7,31.7
37,33.0,0.0,0.8,230,54,1004.4,1.0,3.4,47.8,791.0,43.7,802.0,53.4,97.1,26.1,16.0,7.6,20.8,72.6,8.3,14.8,20.1,27.6,43.2,37.8,60.3,44.1,28.4
38,33.5,0.0,1.6,20,53,1003.6,0.7,2.5,44.5,909.0,51.6,947.0,58.2,110.5,30.8,18.6,8.8,13.4,86.3,7.4,29.9,23.3,9.6,19.5,33.8,51.8,88.0,35.1
39,33.5,0.0,1.2,50,53,1003.0,0.6,1.88,39.8,316.0,41.3,323.0,50.5,72.6,12.4,7.3,9.0,10.8,32.3,4.9,14.2,9.2,12.7,21.6,19.4,36.6,75.3,34.1
40,34.2,0.0,0.9,20,53,1002.3,0.6,1.63,39.2,258.0,41.1,266.0,45.1,39.7,13.5,4.8,2.1,7.1,32.8,2.9,21.7,6.0,8.0,13.7,23.0,22.2,54.7,19.7
41,34.5,0.0,0.9,140,48,1002.0,0.9,1.56,37.6,144.0,36.7,148.0,36.8,51.6,6.1,3.2,1.4,5.6,15.9,2.2,15.9,4.5,5.8,10.4,9.3,17.0,46.2,7.8
42,32.0,0.0,1.2,270,66,1001.9,0.7,0.89,33.1,134.0,35.2,132.0,36.8,24.1,8.3,3.4,2.4,7.6,24.5,3.3,8.8,7.1,8.5,15.3,13.1,25.4,25.2,11.1
43,30.6,0.0,1.1,320,74,1002.3,0.3,0.47,31.4,38.0,31.0,31.0,30.0,1.0,1.1,0.0,0.0,0.5,2.3,0.6,1.5,1.0,1.1,2.4,1.9,3.2,4.3,1.7
44,29.1,0.0,1.3,250,80,1002.3,0.2,0.13,29.1,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,28.3,0.0,1.7,250,85,1002.8,0.0,0.0,27.8,0.0,27.3,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,27.8,0.0,0.8,270,87,1003.1,0.0,0.0,27.2,0.0,26.6,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,27.4,0.0,1.1,250,85,1003.2,0.0,0.0,26.6,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,26.8,0.0,1.5,230,87,1003.3,0.0,0.0,26.6,0.0,25.4,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,26.7,0.0,0.3,0,88,1003.5,0.0,0.0,26.4,0.0,25.6,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,26.3,0.0,0.5,290,89,1003.3,0.0,0.0,25.9,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,26.2,0.0,0.3,0,90,1002.8,0.0,0.0,25.3,0.0,25.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,25.6,0.0,0.8,50,96,1002.8,0.0,0.0,25.2,0.0,24.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,25.6,0.0,0.6,70,92,1002.4,0.0,0.0,25.0,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,25.2,0.0,0.1,0,94,1002.3,0.0,0.09,24.9,24.0,24.2,16.0,22.8,-0.1,0.6,0.2,0.0,-0.0,0.0,0.4,0.7,0.0,0.0,0.9,0.0,0.4,2.1,0.8
55,25.7,0.0,0.7,50,90,1002.2,0.3,0.35,25.8,211.0,30.0,104.0,25.6,9.6,6.4,4.9,3.6,2.2,7.7,1.2,3.3,2.4,3.0,7.1,4.8,8.6,9.3,3.9
56,27.3,0.0,1.0,70,80,1002.2,1.0,1.17,28.8,301.0,34.4,213.0,31.2,26.4,10.9,7.7,6.0,5.1,19.6,2.6,7.5,5.7,6.7,14.3,11.4,21.0,21.9,9.4
57,28.6,0.0,0.7,70,67,1002.0,1.0,1.65,32.7,381.0,38.1,311.0,38.1,39.3,14.2,9.9,8.9,8.9,30.5,4.1,11.2,8.6,10.9,20.6,17.5,32.2,31.7,13.6
58,30.3,0.0,0.5,20,62,1001.7,1.0,2.16,37.1,634.0,37.1,558.0,42.1,69.0,23.2,15.6,13.1,15.4,55.9,6.4,18.7,14.4,19.6,33.1,28.8,53.5,53.8,22.0
59,32.1,0.0,1.4,200,57,1001.4,1.0,2.98,44.2,913.0,48.3,859.0,56.0,98.9,30.1,19.6,8.7,22.1,79.1,8.9,26.5,20.4,28.5,46.5,41.3,77.4,76.3,32.0
60,31.4,0.0,1.3,180,63,1000.9,0.2,1.77,38.5,441.0,44.1,420.0,47.7,46.0,15.9,10.4,4.7,13.4,42.0,5.6,13.9,11.7,17.4,26.7,24.0,43.0,41.7,19.9
61,32.1,0.0,1.3,140,67,1000.4,0.3,2.0,39.2,260.0,39.2,266.0,39.4,51.5,10.7,6.4,2.7,9.4,27.1,3.4,11.2,7.1,9.8,17.1,15.5,28.3,32.2,11.6
62,32.0,0.0,2.2,180,59,1000.0,0.0,1.41,39.5,384.0,35.6,380.0,36.6,58.0,15.5,9.4,4.2,13.6,39.6,5.1,14.8,9.4,13.0,24.3,24.4,41.1,43.6,17.6
63,33.1,0.0,2.3,230,58,999.5,0.4,1.83,42.7,799.0,47.1,817.0,50.4,97.6,28.4,16.1,8.1,24.7,80.4,9.7,26.5,21.5,30.3,47.3,42.3,78.7,75.1,33.4
64,32.3,0.0,2.6,180,59,999.3,0.8,2.18,38.2,324.0,48.3,318.0,50.1,36.8,12.0,6.4,2.7,8.8,31.5,3.6,10.2,8.0,10.2,16.7,15.0,27.3,39.7,25.3
65,32.7,0.0,1.7,180,58,999.0,0.3,0.95,37.2,72.0,33.0,85.0,33.1,10.6,3.1,1.7,0.0,2.7,7.8,1.2,3.5,2.1,2.6,5.0,4.6,7.8,9.9,3.4
66,30.8,0.0,2.6,200,66,999.1,0.3,0.47,31.0,24.0,24.9,24.0,24.4,0.8,0.8,0.3,0.0,0.3,0.0,0.6,1.1,0.0,0.9,0.0,0.0,1.9,3.1,1.3
67,30.1,0.0,2.8,200,69,999.3,0.0,0.3,30.8,27.0,27.1,27.0,25.8,0.9,0.9,0.3,0.0,0.4,1.5,0.6,1.1,0.7,0.9,0.9,0.0,1.0,3.3,1.2
68,29.5,0.0,2.6,200,71,999.4,0.0,0.12,29.3,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,28.6,0.0,1.5,200,75,999.7,0.0,0.0,28.1,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,28.1,0.0,1.2,200,78,999.9,0.0,0.0,27.3,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,27.7,0.0,0.7,200,83,999.6,0.0,0.0,26.7,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,27.3,0.0,1.1,180,83,999.6,0.0,0.0,26.6,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,27.0,0.0,0.4,0,84,999.5,0.0,0.0,26.6,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,27.0,0.0,0.9,90,86,999.2,0.0,0.0,26.8,0.0,27.1,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,26.9,0.0,0.8,110,86,998.8,0.0,0.0,26.7,0.0,27.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,24.5,0.6,0.0,0,99,998.6,0.0,0.0,26.0,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,24.3,0.6,0.0,0,99,998.3,0.0,0.0,25.9,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,24.6,0.0,0.5,50,99,998.4,0.0,0.06,26.0,1.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.3,-0.0
79,25.2,0.0,0.4,0,99,998.4,0.0,0.22,26.7,32.0,25.6,30.0,25.6,1.1,1.0,0.4,0.0,0.6,1.8,0.6,1.3,0.8,1.0,1.0,1.6,3.0,4.0,1.6
80,25.6,0.0,0.1,0,99,998.4,0.0,0.5,28.1,351.0,33.8,290.0,33.8,31.5,13.7,8.5,7.6,9.2,28.8,4.0,7.9,7.9,12.9,15.8,13.9,25.9,22.2,11.0
81,27.6,0.0,0.7,160,95,998.2,0.2,1.04,31.9,268.0,32.2,258.0,33.8,34.1,10.8,6.8,5.8,8.1,26.6,3.3,9.3,7.3,9.5,15.7,13.7,24.9,26.1,10.7
82,28.8,0.0,1.6,180,87,998.0,0.3,1.58,33.8,281.0,34.1,270.0,34.0,43.8,11.3,6.7,5.9,8.7,27.4,3.3,10.7,6.9,9.3,16.2,14.8,26.3,30.2,11.2
83,29.5,0.0,1.5,200,77,997.9,1.0,2.97,36.6,175.0,31.8,170.0,31.3,20.1,6.9,4.6,5.8,6.8,16.6,3.0,8.3,5.2,7.4,13.4,11.2,22.4,26.6,11.3
84,29.5,0.0,1.0,180,77,997.7,0.1,1.27,33.7,138.0,32.2,132.0,33.2,14.8,5.2,2.9,2.7,4.0,12.2,1.8,4.9,3.5,4.7,8.4,7.1,12.7,14.2,5.9
85,29.3,0.0,1.2,70,78,997.4,0.2,1.98,33.5,421.0,34.5,399.0,36.8,49.1,16.1,9.9,9.5,12.5,41.5,5.3,13.9,11.3,15.4,24.9,21.4,40.2,39.7,17.8
86,29.1,0.0,1.0,140,79,996.9,0.0,0.7,30.8,239.0,36.2,194.0,36.8,21.3,8.2,4.8,2.4,5.4,18.3,2.7,6.6,5.5,7.5,12.8,10.3,19.2,19.0,8.9
87,29.6,0.0,1.4,290,79,996.6,0.0,0.95,33.3,216.0,34.3,191.0,35.2,22.7,8.0,4.9,2.3,5.8,18.3,2.8,7.1,5.4,7.4,12.7,10.6,19.8,20.4,9.2
88,30.3,0.0,0.6,50,76,996.4,0.0,1.24,33.7,137.0,35.6,147.0,36.8,17.6,5.6,3.3,1.2,4.7,14.3,2.0,5.7,3.9,5.2,9.0,8.1,14.6,15.8,6.3
89,31.2,0.0,0.4,0,69,995.8,0.8,1.72,35.1,467.0,40.8,478.0,44.9,50.4,17.1,8.0,4.6,14.7,46.3,6.2,17.0,13.2,15.9,28.2,25.6,47.5,48.2,20.0
90,27.2,0.9,0.4,0,94,995.6,0.5,0.74,29.6,79.0,33.3,80.0,33.2,9.4,3.4,1.5,0.7,2.8,8.5,1.4,3.5,2.6,3.2,5.9,5.0,9.2,9.9,3.9
91,27.2,0.0,1.5,250,97,996.2,0.0,0.1,28.6,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,-0.4,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1
92,27.1,0.0,0.5,250,99,996.3,0.0,0.07,27.7,0.0,26.1,0.0,25.7,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,26.6,0.0,0.4,0,99,996.9,0.0,0.0,27.0,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,26.5,0.0,0.2,0,99,997.4,0.0,0.0,26.6,0.0,26.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,26.1,0.0,0.3,0,99,997.6,0.0,0.0,26.3,0.0,25.4,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,25.9,0.0,0.3,0,99,997.3,0.0,0.0,26.0,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,25.7,0.0,0.7,230,99,997.1,0.0,0.0,25.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,25.6,0.0,0.0,0,99,996.8,0.0,0.0,25.9,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,25.5,0.0,0.0,0,99,996.9,0.0,0.0,25.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,25.4,0.0,0.0,0,99,996.9,0.0,0.0,25.7,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,25.5,0.0,0.0,0,99,997.0,0.0,0.0,26.0,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,25.5,0.0,0.5,270,99,997.1,0.0,0.08,26.0,23.0,25.2,21.0,23.0,0.5,0.7,0.0,0.0,0.0,1.0,0.5,0.8,0.5,0.0,0.0,0.0,0.4,2.3,0.8
103,26.0,0.0,0.3,0,99,997.4,0.0,0.39,27.6,128.0,28.5,110.0,28.3,11.9,4.6,2.8,2.5,2.7,9.9,1.6,3.9,2.9,3.9,7.1,5.7,10.3,10.9,4.7
104,26.2,0.0,0.8,250,99,997.8,0.1,0.58,28.4,194.0,31.4,159.0,29.7,17.4,7.1,4.6,3.7,4.1,15.4,2.1,5.3,4.2,5.5,10.0,8.2,15.0,15.0,6.8
105,27.5,0.0,0.9,200,98,998.0,0.3,1.35,31.0,283.0,37.0,253.0,36.6,32.7,11.0,7.4,5.9,7.3,24.8,3.2,8.7,6.7,8.8,15.5,13.5,24.2,24.6,10.4
106,29.2,0.0,0.9,250,88,997.9,0.7,2.1,35.4,388.0,39.5,332.0,43.4,41.3,13.7,8.9,3.2,8.8,32.3,3.8,11.0,8.7,11.5,19.3,17.0,30.4,30.3,12.0
107,30.4,0.0,0.8,340,81,997.6,0.4,1.85,35.8,215.0,43.6,215.0,46.5,103.5,9.1,5.6,2.6,7.4,21.9,3.0,10.2,5.8,7.9,14.3,13.0,23.8,29.5,11.4
108,31.5,0.0,0.9,70,72,997.1,0.6,2.39,39.6,1144.0,51.5,1111.0,63.3,128.6,34.1,21.2,10.9,27.7,95.6,11.6,32.1,25.1,37.1,58.1,52.7,97.4,96.8,41.9
109,31.3,0.0,0.9,360,71,996.8,0.3,1.9,35.4,562.0,41.2,529.0,45.1,64.8,20.6,12.6,5.8,16.4,52.9,6.7,18.1,14.6,20.1,32.4,28.2,52.9,51.5,22.9
110,31.2,0.0,1.8,20,75,996.5,0.1,1.81,37.0,331.0,36.1,339.0,39.6,42.2,13.3,8.4,3.5,11.5,34.6,4.7,12.4,9.8,13.3,21.6,19.0,35.2,35.2,15.3
111,30.7,0.0,0.8,320,80,996.6,0.2,1.56,34.9,267.0,36.1,240.0,36.8,27.7,9.8,5.7,2.5,7.0,23.8,3.2,7.9,6.7,9.0,14.8,12.5,23.0,21.7,9.7
112,31.6,0.0,1.2,50,77,996.7,0.4,1.33,36.3,656.0,38.3,657.0,42.1,77.6,23.6,13.6,6.1,23.4,66.1,7.6,23.4,16.8,22.3,38.9,39.2,73.2,68.8,23.9
113,30.7,0.0,1.0,320,78,996.2,0.1,0.94,33.0,256.0,35.6,246.0,36.8,29.7,9.9,5.4,2.7,8.0,25.2,3.4,9.0,7.1,9.7,15.9,13.7,25.3,25.5,11.3
114,26.1,7.0,1.4,180,99,996.7,0.0,0.36,29.7,42.0,32.8,36.0,31.3,1.3,1.3,0.6,0.0,0.6,2.0,0.7,1.3,0.9,1.2,2.6,1.8,3.4,4.0,1.8
115,26.5,0.3,2.0,230,99,997.5,0.0,0.23,29.3,1.0,30.2,1.0,28.5,0.0,0.0,0.0,0.0,-0.3,-0.5,0.2,0.1,0.0,0.0,0.6,0.0,0.0,0.3,0.1
116,26.7,0.0,1.4,200,99,998.1,0.0,0.08,28.3,0.0,29.5,0.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,26.4,0.0,1.0,160,99,998.5,0.0,0.0,27.8,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,26.3,0.0,1.2,180,99,999.3,0.0,0.0,27.6,0.0,28.1,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,26.1,0.0,0.1,0,99,999.3,0.0,0.0,27.3,0.0,27.3,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,25.8,0.0,0.1,0,99,999.5,0.0,0.0,26.9,0.0,26.8,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,26.0,0.0,0.8,180,99,999.0,0.0,0.0,26.7,0.0,27.1,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
